address,appCount,id,name,node,network
0x173a1a8f259964e0c0ffd5f4ae4e365b47ebf398,0,0x173a1a8f259964e0c0ffd5f4ae4e365b47ebf398,company-template,0x213d899ef6188141f0e7f1f4b5a15bd0b542d1708a9a840f9ebf18f7db36eda5,mainnet
0x1774f2ce71587f6d8c9b0b87d92af16b283bba68,0,0x1774f2ce71587f6d8c9b0b87d92af16b283bba68,daonuts-template1,0xf1ebe9629c98345ec39bb391acdc3e232e036f09700aa08b2ae71bc43e2f1271,mainnet
0x184230981a0b1958960303dd75190f805bf95ef1,1,0x184230981a0b1958960303dd75190f805bf95ef1,wallem-migration-app,0xc9aaaff06c447b2d608e2926e1f7ead0e49e2ed0c6c0f716a841a3862236f7ca,mainnet
0x1c161bb13ecc94e0ce66de15bf77a26bedc9d6c1,0,0x1c161bb13ecc94e0ce66de15bf77a26bedc9d6c1,aracon-tickets,0x2741774bcb1edeae353bcd55cf2bd2ba4b308a1a61527f57c5a5f4baf9ee143a,mainnet
0x1c197aff1a32fd62418cdeedeca00de8085faea5,1,0x1c197aff1a32fd62418cdeedeca00de8085faea5,mybit-operators,0x75c4c5a1b220ce85192c7358f25d1a33319eaa1e464891576fdeeb9660c5fb11,mainnet
0x1fe9e2ca520967521f644caa87c5aed34bd6e049,157,0x1fe9e2ca520967521f644caa87c5aed34bd6e049,rewards,0x3ca69801a60916e9222ceb2fa3089b3f66b4e1b3fc49f4a562043d9ec1e5a00b,mainnet
0x20db90fb59d9cb74456ad3ce2c70249d5bd8df8a,1,0x20db90fb59d9cb74456ad3ce2c70249d5bd8df8a,cyberauction,0x7d9a0e9523a9f617c1b16588b4c2365cd331ca2e83ba785d79136358163c18a0,mainnet
0x29607b07b4bc8bf4323524bc2ab328a7f3610c85,0,0x29607b07b4bc8bf4323524bc2ab328a7f3610c85,company-board-template,0xd158675a4d282d950247b92b785608933eafe91b2d0e675d1db1628d8f66d26d,mainnet
0x29acdba5a864e1aac4703b349e65cb0cc4451e61,0,0x29acdba5a864e1aac4703b349e65cb0cc4451e61,reputation-template,0x8376ecf72485efc3ac6fb0c4972f55959aa3508d2e2e7ccce49795718f1458dc,mainnet
0x2dab32a4befc9cd6221796ece92e98137c13647a,1672,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0xbf8491150dafc5dcaee5b861414dca922de09ccffa344964ae167212e8c673ae,mainnet
0x332b3b1cf8ac077ca919e9e2bd0005a7707eae95,0,0x332b3b1cf8ac077ca919e9e2bd0005a7707eae95,apm-registry,0x9246c13028477a8d2ad871dc5039e7ddedf698521137444347cb8554d947d01e,mainnet
0x34aa02db4e0e62debd27712d7620edc730ac595f,0,0x34aa02db4e0e62debd27712d7620edc730ac595f,apm-registry,0x223348daf8c4c25e37391a661f4502a94de5e52ee77a83c6214937049c79f222,mainnet
0x3518a469c197ddcb2ed94f8f1cfd35553d7c2139,6,0x3518a469c197ddcb2ed94f8f1cfd35553d7c2139,transactions,0x9c07a4acc33bb86d9015eb9fcf1506f0d7d8acff4143eb5cd26bfbe12fcb01e3,mainnet
0x3771701d0bcfdff6d90a88b1cc8c1664e1284095,0,0x3771701d0bcfdff6d90a88b1cc8c1664e1284095,ppf-factory,0x4af946ecfb5450a9c340effcc63363dae98f80f11ed8ea80f587fb4212d4df3f,mainnet
0x38542c46e2d18c6ef2e182f76edc87412e013472,1,0x38542c46e2d18c6ef2e182f76edc87412e013472,mars-allocations,0x780ca254239be612f3e7cc8d3145fb2c55de3c165dea52af2088d475b16eb22e,mainnet
0x3a4c5d890631ed23f03dea201f7b1d71e44ad1df,0,0x3a4c5d890631ed23f03dea201f7b1d71e44ad1df,mytestapp9,0xb244fb9d52c3ef3f2d552f054402a80fb2c0e93e82d743364effeacb2315f8bb,mainnet
0x3b977530bf95fbc6bba1e81010326fdd13b222c3,1,0x3b977530bf95fbc6bba1e81010326fdd13b222c3,about,0xc5dc24db02e4fa7866752fadcd38b600d9a7b04d03e06a5469937aaf56f76d8e,mainnet
0x3ecaa825577a0ad5904b6a99fcaeebe7f2443650,1,0x3ecaa825577a0ad5904b6a99fcaeebe7f2443650,mars-rewards,0x5cb83b4e3d1e4ddfdca49d3d2e2b2acfda4cf48b8f4b6cea0af6d3606e0f4219,mainnet
0x4357bc4dbb24ad759795ccecfd04d7c1bbaec650,5,0x4357bc4dbb24ad759795ccecfd04d7c1bbaec650,simpleminter,0x35b070a4bb9c6c88c9611a2446e2f7e18701f6bd8648c28e8b67c025df1b8c9a,mainnet
0x44b5f3eb21d14f2fc78272e1fb251381df00cdfa,0,0x44b5f3eb21d14f2fc78272e1fb251381df00cdfa,daonuts-template1-apps,0x338e30976fd9d1e355a8c1ba2c9867f8ee304ebc0851ae6b14bc50592c53102e,mainnet
0x47789ba7f8158cc5456ff7ad85b2ee193c02cebf,1,0x47789ba7f8158cc5456ff7ad85b2ee193c02cebf,mytokens,0x1b09d0f539b6bd0d5dfe6c2969284b97a33de493a33c67e4c9ed83494fa767b2,mainnet
0x4aa5d6622c7fe568dd3a20026c25e688194ee1be,155,0x4aa5d6622c7fe568dd3a20026c25e688194ee1be,allocations,0x370ef8036e8769f293a3d9c1362d0e21bdfa4e0465d2cd9cf196ebd4ba75aa8b,mainnet
0x4ad905c21f70cbb065760dd5fe1e1cf6befd54e6,1,0x4ad905c21f70cbb065760dd5fe1e1cf6befd54e6,pitch-token-wrapper,0xf79a0b0ad111fdcc7baa60c8a49da9d4cb765df5e998958ed3a4b3dfed8ab643,mainnet
0x4c2c27c3c6ffe9ef82b4b99849a9ec757a92063d,0,0x4c2c27c3c6ffe9ef82b4b99849a9ec757a92063d,reward3,0x5047640c6e24d6b3d1a9414bfcca67b45329eee9e9a406c9e1ce182205ed98b3,mainnet
0x52ac38791ef1561b172ca89d7115f178d058e57b,424,0x52ac38791ef1561b172ca89d7115f178d058e57b,agent,0x9ac98dc5f995bf0211ed589ef022719d1487e5cb2bab505676f0d084c07cf89a,mainnet
0x542fd348a8039eb81262b9f5bde28e292090c497,0,0x542fd348a8039eb81262b9f5bde28e292090c497,apm-enssub,0xb0ac22e61db2d74aee32d9c24978e837b27a782e76dbca2425f4fcc2c36519a3,mainnet
0x5726f2611276c586c5393d81b58f4bdac36503a9,1,0x5726f2611276c586c5393d81b58f4bdac36503a9,myid,0xfaae01aac8327e9ad53662b6097833f1b64b290e7f89ec61dd309778033a81fb,mainnet
0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,1717,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0x6b20a3010614eeebf2138ccec99f028a61c811b3b1a3343b6ff635985c75c91f,mainnet
0x5cc4b3ee1ca961e9d38c514b3545d23e1da7fc30,3,0x5cc4b3ee1ca961e9d38c514b3545d23e1da7fc30,compound,0x077168ac65c0c4019beaa9d9804bad32d3aec85e3b950a5826c2cb08f061c571,mainnet
0x5d47d1786d68c91c43ac21b3a9e485cac2b50644,161,0x5d47d1786d68c91c43ac21b3a9e485cac2b50644,address-book,0x32ec8cc9f3136797e0ae30e7bf3740905b0417b81ff6d4a74f6100f9037425de,mainnet
0x5e2bc4bbfdf21227c80a7a579e4c6d99267bd92e,76,0x5e2bc4bbfdf21227c80a7a579e4c6d99267bd92e,time-lock,0xfa94e850d73f1ae02876509afa1d8a303352a42378b81d085dd888ae0883fedd,mainnet
0x5eefc0dc0ea9e2ece39b851f8658b254c536ed2d,0,0x5eefc0dc0ea9e2ece39b851f8658b254c536ed2d,curve-voting,0xeb6456a3265f78ce6fde3699758e05229aaa42022303cba209b715b311045a7c,mainnet
0x60381246d298a96e59cc10777d9726409ab362c0,1,0x60381246d298a96e59cc10777d9726409ab362c0,oracle-manager,0xe4bb4b1d055158b9259fa4cf33f50aa4f578dadcbf30d9b517db7430918daf8f,mainnet
0x62dbeea2b036a2f507e805ce153a585de14f5873,0,0x62dbeea2b036a2f507e805ce153a585de14f5873,bare-kit,0xf5ac5461dc6e4b6382eea8c2bc0d0d47c346537a4cb19fba07e96d7ef0edc5c0,mainnet
0x666e66b562d56881d61019c604047033837dbb57,1,0x666e66b562d56881d61019c604047033837dbb57,airdrop-duo-app,0xa9e4c5b47fe3f0e61f6a7a045848bf59d44a5eaad3fbb6274929030a2030797d,mainnet
0x675638e918e353563d45045cf4f0b654fcdd3796,0,0x675638e918e353563d45045cf4f0b654fcdd3796,apm-enssub,0x60cd779f4dc0820db164ecc193d2e7dd1a813b00f25295bc09610bf4cdca9761,mainnet
0x67723aad2e8483e2faeffa6be1daa85291818e29,0,0x67723aad2e8483e2faeffa6be1daa85291818e29,apm-registry,0x9089af016eb74d66811e1c39c1eef86fdcdb84b5665a4884ebf62339c2613991,mainnet
0x6a48bcd53ec1f6fefefa253232c3e847605bf8a4,0,0x6a48bcd53ec1f6fefefa253232c3e847605bf8a4,mytestapp987,0x774c8d4cfdf5c06214c2a19ff20e08c4dc281f95eb0cae108debdd89c77fcaf7,mainnet
0x6a6ce0fbea5185dc5d2781480fc48edea57f815b,1,0x6a6ce0fbea5185dc5d2781480fc48edea57f815b,agentmod1,0x9e214ba9ed1dc18a216e47847d099ab1bc1a404358b9db8287f08b32f8c4596d,mainnet
0x6b02a404ff1a08ee1de4ce05fa1e6a18a5123f99,3,0x6b02a404ff1a08ee1de4ce05fa1e6a18a5123f99,uniswap,0x6462a4eaf83a2a0ee0a82364882720a4a46a47ffb33daf1ea6ab2a7f88e192c9,mainnet
0x6c5e9f93a0f33a58b681e7f0f3f3adc686b01f51,1,0x6c5e9f93a0f33a58b681e7f0f3f3adc686b01f51,voteminter,0x2530ea7c64ab3d6e77054fc5b7d556da1c48ce656b83c281cf45b6c72ea82bf3,mainnet
0x6e70701ebaba4df0a2467bed7bf4bd5192b77fc0,1,0x6e70701ebaba4df0a2467bed7bf4bd5192b77fc0,tipping-app,0x2d550bdd0046ce7aa5f255924dc9665972f04f1563519485689baf371e8d224b,mainnet
0x6f2a90b36873fbba599def087d53c3de705a86bc,1,0x6f2a90b36873fbba599def087d53c3de705a86bc,mars-projects,0xf84ebb50630d99b4ae11c0a2cbdd782214a84d589ce08520293a3796ddffef2e,mainnet
0x71e7cb237b592f628337d190ee67458fdeedbb8e,2,0x71e7cb237b592f628337d190ee67458fdeedbb8e,gardens-token-manager,0x26bb91b115bf14acbdc18d75042e165321eceeb3d10d852386576bbd0ec11519,mainnet
0x7303fc75bdd8490e1a09f2cdd92eb796d272fe61,1,0x7303fc75bdd8490e1a09f2cdd92eb796d272fe61,livepeer,0x668fe7ef9366b1f27e1e18a59fd2cdec041ad223e3506bf0cb6d1ab981781e75,mainnet
0x75b16321d48ed234b82aa5a9088874c3e3bf561f,1,0x75b16321d48ed234b82aa5a9088874c3e3bf561f,agreement,0x15a969a0e134d745b604fb43f699bb5c146424792084c198d53050c4d08126d1,mainnet
0x768b2940a01e8ecc63e1a41d0f9f80a780fc90a0,76,0x768b2940a01e8ecc63e1a41d0f9f80a780fc90a0,token-balance-oracle,0x0a5ab13bb7e2c1e82f13f08629f600dc59d147e24e1c85a2ed845c92fd1d52bd,mainnet
0x7999240b6413ecc825c23b4a3ca4d6b7e49e44a5,0,0x7999240b6413ecc825c23b4a3ca4d6b7e49e44a5,bare-template,0xec860f1419202808b9210ffcf93635621120af898b7a8a270c34e77cd8111858,mainnet
0x7bea3af330ff7844129adbfe402173c00a8e659b,2,0x7bea3af330ff7844129adbfe402173c00a8e659b,harberger-app,0xe2998d9700224635282e9c2da41222441463aa25bcf3bb5252b716e3c6045f95,mainnet
0x8163e48160d32f24431c70752bc3b007875946ca,0,0x8163e48160d32f24431c70752bc3b007875946ca,apm-enssub,0xb43e04b3d80a04ed04b103c95b826c84132cabf9d328d36a5cc89cd862ffc35c,mainnet
0x816743e6f7465ccf0b3fdd93ea9a3739e88696ed,96,0x816743e6f7465ccf0b3fdd93ea9a3739e88696ed,redemptions,0x743bd419d5c9061290b181b19e114f36e9cc9ddb42b4e54fc811edb22eb85e9d,mainnet
0x82fa3140173ce93e77c92f15c22f9c9328945455,0,0x82fa3140173ce93e77c92f15c22f9c9328945455,fundraising-multisig-template,0x970394d64ff74f619eadc05d8fdce78fb953a89d74e03137f726c1abd3b3f090,mainnet
0x83829ccc6c939c427fc2ae8f5f50e2a75591f346,0,0x83829ccc6c939c427fc2ae8f5f50e2a75591f346,apm-repo,0xccc91ca1a7f40ee472647075e2b1307a9c9299e990070b9d34a5b623c33f061f,mainnet
0x860fb3d451ea4cf3f49347e7f06365218ce4b514,3,0x860fb3d451ea4cf3f49347e7f06365218ce4b514,aragonnft,0x7c4845179a0928d3ddcd4dbed4e708069173b5952a5ab3ea16d343bd20c1c43c,mainnet
0x86636927fad793820edff7ac2a817bb2b05c68d1,1,0x86636927fad793820edff7ac2a817bb2b05c68d1,cyberevangelism,0x6e3a53d7fd2595c7ece712ac569eca18549a62f584c22e309b929106e545e0a0,mainnet
0x8701c98966d1159bcb775d70de2787c4d7417397,0,0x8701c98966d1159bcb775d70de2787c4d7417397,multisig-kit,0xc3a10310135ed8e3c1136411624fbf6144c31af2d603723f521741618134b45c,mainnet
0x88dd8e1afc6ad6e66e055cb8a5b21a609bd3f40c,1,0x88dd8e1afc6ad6e66e055cb8a5b21a609bd3f40c,catalyst,0xb444306a013af75415066c84adf69f7ee4c6306c8a28065af0e5eb7220cc38c9,mainnet
0x89722e61b46ebdb0ec66c26dfb8fe4821d245109,1,0x89722e61b46ebdb0ec66c26dfb8fe4821d245109,disputable-voting,0x39aa9e500efe56efda203714d12c78959ecbf71223162614ab5b56eaba014145,mainnet
0x8b1c86d23cf605fa45b30ae36fec7ed10e51bafb,1,0x8b1c86d23cf605fa45b30ae36fec7ed10e51bafb,subscribe-app,0xb6461185219d266fa4eb5f1acad9b08a010bfd1e1f6a45fe3e169f161d8d5af1,mainnet
0x8cdd739365b4bd14f3715dcca20f66d998c76d21,3,0x8cdd739365b4bd14f3715dcca20f66d998c76d21,reward,0xc6c2d3caefe7ab24c28640be91145b9dcbccdf8280f5cd5f124beebc76f0db36,mainnet
0x925074e53b106fcc1e4b8ed0be0cf5546d4cc425,0,0x925074e53b106fcc1e4b8ed0be0cf5546d4cc425,aragon,0x65cd9560255c8d782f716c6345658ae1e79791e829c60c5f6cb175f3645acf70,mainnet
0x933c8920bb67dd8e3a845187f77766584579ee1f,1,0x933c8920bb67dd8e3a845187f77766584579ee1f,voting-rewards,0x3e55205d77d748c700b32946450b8a5288b34f89c19d8749f4de7543090f8dcc,mainnet
0x940c1da79d8703b150ec3f92a0924cf7555163b7,1,0x940c1da79d8703b150ec3f92a0924cf7555163b7,conviction-beta,0xe4691f497f5e74daf61612cea2d5a540b095805872218eaa9108aa5fd76779a2,mainnet
0x9aab7602e8a66b8ad5cc7f17cf47b8d390127878,25,0x9aab7602e8a66b8ad5cc7f17cf47b8d390127878,aragon-fundraising,0x668ac370eed7e5861234d1c0a1e512686f53594fcb887e5bcecc35675a4becac,mainnet
0x9d59a820fc706bb1072611e00a8e24e460a4c391,0,0x9d59a820fc706bb1072611e00a8e24e460a4c391,apm-repo,0xd395f05f028f9ea5aa56f1e30798c8da684ec9b6edbe52221a9d734bc1591694,mainnet
0x9f4cbe8f7c628ccb1bad0007445babb7d09de45e,1,0x9f4cbe8f7c628ccb1bad0007445babb7d09de45e,mars-dot-voting,0xae433c0938e7b9fefc7f07a48c5d6d0d3a02baf9d8a0ca9eaae98dbf0cba7f89,mainnet
0xa1d1cee70e80780be68c96ee1ce3de93a1785ced,25,0xa1d1cee70e80780be68c96ee1ce3de93a1785ced,tap,0x82967efab7144b764bc9bca2f31a721269b6618c0ff4e50545737700a5e9c9dc,mainnet
0xa9851943b1b643816e094156f7e7e822295ce446,1,0xa9851943b1b643816e094156f7e7e822295ce446,balance-redirect-presale,0x48361b4c873d034ec84268a195d412cf39969c26f09b3520478aa29e08033a3a,mainnet
0xaaf58bd5f8644fe3ceef400be53e5eed85a11617,0,0xaaf58bd5f8644fe3ceef400be53e5eed85a11617,bancor-formula,0xd71dde5e4bea1928026c1779bde7ed27bd7ef3d0ce9802e4117631eb6fa4ed7d,mainnet
0xaff00e598b0940a22dd7fdd2b0df287143539a5b,1,0xaff00e598b0940a22dd7fdd2b0df287143539a5b,pie-migration-app,0xf79ba0f13f51a474d75333c94f08f8dec7c78de4aa8fba86a6408977b9b5d60d,mainnet
0xb244d6ff676eac86036545ca642e852df033ed11,0,0xb244d6ff676eac86036545ca642e852df033ed11,apm-repo,0xf254443da20ea3d6bad4fa45ddd197dd713255675d3304106f889682e479f9c0,mainnet
0xb64a898aa313e8e40b4ce16e964f0120e9fc5ee4,76,0xb64a898aa313e8e40b4ce16e964f0120e9fc5ee4,dandelion-voting,0x2d7442e1c4cb7a7013aecc419f938bdfa55ad32d90002fb92ee5969e27b2bf07,mainnet
0xb64d6e88bf208de3cbb7ef03d6d2c948295ec71e,3,0xb64d6e88bf208de3cbb7ef03d6d2c948295ec71e,token-wrapper,0xdab7adb04b01d9a3f85331236b5ce8f5fdc5eecb1eebefb6129bc7ace10de7bd,mainnet
0xb85c01739799497913f86062a375aa055ac3dba9,25,0xb85c01739799497913f86062a375aa055ac3dba9,presale,0x5de9bbdeaf6584c220c7b7f1922383bcd8bbcd4b48832080afd9d5ebf9a04df5,mainnet
0xb8e8eef7a884118dc58cb4bdc976327cf8173d19,0,0xb8e8eef7a884118dc58cb4bdc976327cf8173d19,alllocations-cd,0x6d47fe55bc4d70b6ee02816654837cc21c387e57013710fd78372d70686e1b79,mainnet
0xbdfaeb3bb59abb7789b0ecf9f6482c05baced187,1,0xbdfaeb3bb59abb7789b0ecf9f6482c05baced187,allocations-cd,0xa48dd5a76ff92ba1d0f2ddf94b2d6ed3f6c4a4e33fd5c0a4d61dc4345126fbaa,mainnet
0xbe9921f2ac25f4990b7d3eb5da6576a4db808e62,1,0xbe9921f2ac25f4990b7d3eb5da6576a4db808e62,curv-fundraising,0x5fc8fca88a696fa79cf16460ed65d5ab1181e24a79c34c66848b71051ed65ea6,mainnet
0xc136c0ab0c1f459856d8bc59e8779adf7423d2cf,0,0xc136c0ab0c1f459856d8bc59e8779adf7423d2cf,dictatorship-template,0xaf91426ea247afc85105c76b21495298287f3e5712420e74c5301fb7fe421149,mainnet
0xc2c3c09b7077e3811d3d2387fe89965b851e8cb9,3,0xc2c3c09b7077e3811d3d2387fe89965b851e8cb9,ens,0xc6fbc81528a886a31b56ad956d34ad2cdeccd83a3f0cbe2a9292d90b3ac622a5,mainnet
0xcc069c7dedcac7bc73741868a6261016dd2fbbb1,0,0xcc069c7dedcac7bc73741868a6261016dd2fbbb1,membership-template,0x6864ee8dc223b263a8f3f1fefd78dccf7d70dc52b4ac9e7e236709e7cf7afc1f,mainnet
0xced7f8294dd8fff551e60593d0c7bffff0d11d61,0,0xced7f8294dd8fff551e60593d0c7bffff0d11d61,open-enterprise-template,0xaddcb9da025d37233542fcd5f947a55eaf3ecdefd3d0022b99d806752a433491,mainnet
0xd06d3a386d027a888cc82e29bf9d5a156296ab5a,1,0xd06d3a386d027a888cc82e29bf9d5a156296ab5a,capped-voting-app,0xc255a5b08654df1ec932ab5c2e0d7b58809eb0499b6ea6a46a3029051b648446,mainnet
0xd3a973080c6eff25a20ef3cca474d160628939e7,1,0xd3a973080c6eff25a20ef3cca474d160628939e7,staking-manager,0xedb5ea4f88decb72573d91f58bdea055efdd71c61a6699a56261ab771853b8db,mainnet
0xd461886059dc6a06dc052474ac9bc2fd172465db,160,0xd461886059dc6a06dc052474ac9bc2fd172465db,dot-voting,0x6bf2b7dbfbb51844d0d6fdc211b014638011261157487ccfef5c2e4fb26b1d7e,mainnet
0xd4e1524b0a8ae0486f482aac91b1773e6b760568,2,0xd4e1524b0a8ae0486f482aac91b1773e6b760568,begreen,0x0e09875218d59e9ed7f5c25ce03700367eff8e8eec4413dbb30a45472b64663e,mainnet
0xddf73721e535c98f496b80894d20a79d4e0e38c3,1,0xddf73721e535c98f496b80894d20a79d4e0e38c3,conviction-experimental,0x670bc272429f66855cd77e6611489c3b85394be578b0b047d449324a96450f72,mainnet
0xe21bce6151bcc60efdbb08b71914c21791102913,0,0xe21bce6151bcc60efdbb08b71914c21791102913,survey,0x030b2ab880b88e228f2da5a3d19a2a31bc10dbf91fb1143776a6de489389471e,mainnet
0xe3dadc75cc90b9ed3ed72126ba24e79f9b4c2a6f,0,0xe3dadc75cc90b9ed3ed72126ba24e79f9b4c2a6f,open-enterprise-template,0x1b6c2f2dce3d7efa73ec227ca5e6c08a6e660c0c8becfe8afa052deffd4c172c,mainnet
0xe5cbf0786494680ef35fc6e51b08cbb4f4c638ae,103,0xe5cbf0786494680ef35fc6e51b08cbb4f4c638ae,token-request,0x35202e36ef42162f9847025dfc040c60bfa5d7c5c373cb28e30849e1db16ba77,mainnet
0xe661fd71886b43290a5d0d8ee68e1bce652d4df3,0,0xe661fd71886b43290a5d0d8ee68e1bce652d4df3,apm-registry,0x93ab6178bbe9f99efbaa8e3354e99711cf06a53d1c1e88a292c749bebd060337,mainnet
0xe73671913a7860c0fbdc3987871c1eff732916bf,1336,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0x7e852e0fcfce6551c13800f1e7476f982525c2b5277ba14b24339c68416336d1,mainnet
0xe8535db8c4979b51b36eee0f2a6596af7bacb65d,1,0xe8535db8c4979b51b36eee0f2a6596af7bacb65d,burn-app,0xfbc8cad344a25b407241630c307f5826b262da41b32784d4a595b2744b9a9cf8,mainnet
0xf1bdbf1c69024fa1abfd9f021ececfc387bd001d,26,0xf1bdbf1c69024fa1abfd9f021ececfc387bd001d,batched-bancor-market-maker,0xc2bb88ab974c474221f15f691ed9da38be2f5d37364180cec05403c656981bf0,mainnet
0xf1fbf477021d976a16224a5ca42967a04c3586ec,4,0xf1fbf477021d976a16224a5ca42967a04c3586ec,crv-voting,0x2436adbbb3230545df6846695013211d36736f647c91b302b9591e5e2d013485,mainnet
0xf59f72c5b91894557300914389845861fbddd781,0,0xf59f72c5b91894557300914389845861fbddd781,apm-enssub,0x120b9946feab5db65dd4d43014a6f10fe8e2591066e18e5abed9f2978ae682a6,mainnet
0xf9930746b6e355154ba80f11f7715da7048edc7c,5,0xf9930746b6e355154ba80f11f7715da7048edc7c,delay,0x1c2b93ad1c4d4302f0169c8f596ce518e4a3324b1fed90c2d80a549a072bcd4e,mainnet
0xf9b54d977363c670c74cb37ab1130806e41b3425,0,0xf9b54d977363c670c74cb37ab1130806e41b3425,democracy-kit,0x5f980d55f6e56e620cf35b2c016540a1e0a30113042355df46deaeb51625e5ee,mainnet
0xfedb471777977f52375463a50a57d6bfc641144b,0,0xfedb471777977f52375463a50a57d6bfc641144b,token-manager,0xc568f11b5218b4d75fdc69c471ebdcffcb59025cc9119abfb35ed6d0efcbc4ff,mainnet
0x08b5c6d7fc781e201d0c3a15d6bbe69652bc6e7e,12,0x08b5c6d7fc781e201d0c3a15d6bbe69652bc6e7e,conviction-beta,0xabb88ccde8e73f80a3f4a14ef4f6bbfcc19f172a073a5d4cace3af06a8f2a182,xdai
0x0c394424e4b06a33c964f51a2c02663771fbbfe0,93,0x0c394424e4b06a33c964f51a2c02663771fbbfe0,agent,0x9ac98dc5f995bf0211ed589ef022719d1487e5cb2bab505676f0d084c07cf89a,xdai
0x12fc9f87b1dc7b6f1096f478d3d30e0d16f20a73,130,0x12fc9f87b1dc7b6f1096f478d3d30e0d16f20a73,finance,0xbf8491150dafc5dcaee5b861414dca922de09ccffa344964ae167212e8c673ae,xdai
0x13c551feecb3c548ebdaaa3f12439fa38e956b92,0,0x13c551feecb3c548ebdaaa3f12439fa38e956b92,bancor-formula,0x8a2eb3e36129e7cc79e756f483f12fc72a455e3df66371be5a91184eb891b4d1,xdai
0x152c7c6bcde973810de957f8dbf6358bc960bdec,34,0x152c7c6bcde973810de957f8dbf6358bc960bdec,time-lock,0xe4c68f4eb50e6c4b40f8332e91acb216dd73bfe91aeed0a81902e47660fbd189,xdai
