id,isForwarder,isUpgradeable,repoAddress,repoName,organizationId,network
0x635d48bd189ad5ffb3e48f42a282ba25800404aa,False,True,,acl,0x98b86b57ab4cb3b26d76aa273749ad0654c1e2f2,mainnet
0x635f8a7d845ef5b4acafabf98ccf019de39c4e57,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0x1e37342829c3fa7846016a7768e0a8330367eabf,mainnet
0x635fb83109ad5af98d290bf6947dabf166c8a725,False,True,,acl,0xee195dd4419bd0e259f7ef23c9cba25bd8a1f6ce,mainnet
0x63639f80416c1c760a9d490f275a5446fd0ea5c1,False,True,,kernel,0x63639f80416c1c760a9d490f275a5446fd0ea5c1,mainnet
0x6377d4210ce8d2e8d4c9d40dfbf449d653b5e525,False,True,,kernel,0x6377d4210ce8d2e8d4c9d40dfbf449d653b5e525,mainnet
0x63798b1e42a75b3c0928c2eef6d59cef675fa24a,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0xf93704119992f0a4d8a8e899a17e12545210aa46,mainnet
0x638133b11e45aacca0fd1a7ba8ba4eb4e26b1af9,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0x88c213fec7f98d6d43d71c14736c337b4d565404,mainnet
0x638461d86d1adafbe2eeae471739b80fedaf99f2,False,True,,acl,0x17e7f4a5b85efa722c8188e698af87f335647ec1,mainnet
0x6384c637b9c3921842a22c33831531ce5524e699,False,True,,kernel,0x6384c637b9c3921842a22c33831531ce5524e699,mainnet
0x6386a0dbae95bd692414ea5e842bee3a34979aa7,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0x70f34c7793babb82bdedaaaec3840847cb2c48a2,mainnet
0x6387e1d839e3bececfbc6274b315403cded247cb,False,True,,acl,0x2e5cb68c399950ec9df82b5513593d8286b538a3,mainnet
0x6389a174ab2899ec65c268a94701f63e53347038,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0xf497752d81aa554bf84f5413d67e84de35e93c59,mainnet
0x638a0c590a6e8084ecb6ef7555b7a925cd5d6983,False,True,,kernel,0x638a0c590a6e8084ecb6ef7555b7a925cd5d6983,mainnet
0x638f72af53f6979bae5379f196fee33ce450e0b1,False,True,,acl,0x058e126d6e9cf3eb49521c6640f51bdb18e4a93c,mainnet
0x639080fa9dc598416c6c8fb04b3ec114a5087c82,False,True,,acl,0xedbd43e097f56da24005ce3e3d764b99d0b39e7e,mainnet
0x63914bfdeb3efc56e06f68c7cda51a7f178c1367,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x74873191e12b65f6a773a259f590754fa16e6fb0,mainnet
0x6392c1e6ab2d786ef7967f240a736de47de49430,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0x1cf3a48d123a86f0cf031f289f86b21efaedfb07,mainnet
0x63931acddae3b15cbdd0160dcf21b9776f8092e5,True,True,0x52ac38791ef1561b172ca89d7115f178d058e57b,agent,0xf4dacf2edb6e2bd88eb90c3aef1e510153d38579,mainnet
0x639be3563064d79056df6296ac35c4506f928910,False,True,,kernel,0x639be3563064d79056df6296ac35c4506f928910,mainnet
0x63aec2ec750c3ab3b7b19d9c55ea4d454b7653d1,False,False,,evm-script-registry,0x7f1aeafc6cd41c156880c407f45ac595197e97e7,mainnet
0x63c438e178e4c9fa9ce6ef0fd4cf1352aa2df832,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0xaabfae22c0627b85802f9fdc99c4633737fc8ba1,mainnet
0x63c453f05fc07d82826c468ca8c38ab195900538,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0xf83d069f14f8990f0c88f33b5302cd241ce996d2,mainnet
0x63c4d107643c0b128d3a0f115f9ce260d5d40987,False,True,,acl,0x58a57102b88d60fa27494bb18db30c203e565abf,mainnet
0x63cf0bc009612b05dd3fa61713d3715afa1bdf3c,False,True,,acl,0xa9c2ba4d04843139957ef2499ff1a4136012b21f,mainnet
0x63de76dfe0dfed459ab0b096f5bc7422ac8a987b,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x02017d9c192818733440d04b5646fb860155ea64,mainnet
0x63e07e4727acbf819cd02d72155314f4cee48feb,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0x810a41299eeff43721637c31788b0f06e217af38,mainnet
0x63e6a69876c104294a08e894421e9f86f98f3cc8,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0x1c532bc3b37d05e30aae367e4facdcfc98f8a426,mainnet
0x63ea91e9de06de040959f7a85937de60beecc703,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0xc7eeb17beabd7ed316ec4ef22976225d65dd4a8a,mainnet
0x63eea7049893a28619ecef75107a6494fc64e277,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0x37d1731b22c41146cf5ebd69d2d640a884c05dba,mainnet
0x63f401a37e8efb7b57b0fed48459f93e198f56e7,False,True,0xe5cbf0786494680ef35fc6e51b08cbb4f4c638ae,token-request,0x022fd42a494e0f9e00960d1becc5a1bbed4b528a,mainnet
0x63f57f06681c784d0c71bd822b5ece8a9c3acdc5,False,False,,evm-script-registry,0xe8fce9ac60c064d18d9a7e80922e31f4c87321b0,mainnet
0x63f9ae38c36508e05724acf7c057eb1ce09b1017,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x5cd62f544a78b73aa9b591dd9d7cb8f70965a1b7,mainnet
0x63fe79039df135eda34804b4d52c8747b5330bd5,False,True,,kernel,0x63fe79039df135eda34804b4d52c8747b5330bd5,mainnet
0x63ff4d08ac426c595846f6deeca25da7bd92d1b9,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x12b013c23f1918eac4b5342117f0b202e048566c,mainnet
0x640d420bb96ee4bcb3dcfe19ab698239b3782f43,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x3c57f64814578a9623d7fa3f70c9517c45857bc8,mainnet
0x640e70a0ab1e9137e5f0392a452464c80c5a2f19,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0x3b3d3dab7edba7af688eb50725e072bfca7fd888,mainnet
0x6417c90930e1b26356c53d5889997930be47b7a1,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0x65ca9534923a43315b24c4eda99061072bfde29f,mainnet
0x641a95dbaec43f3cdc7bb73ac0241c0db07e27ee,False,True,0x816743e6f7465ccf0b3fdd93ea9a3739e88696ed,redemptions,0x764bbec7157f48eaacf57b1e8dffb8d72ea33261,mainnet
0x64256278d6e5b8a36fb8ca079ba8125b34d02df7,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0x36880251bd3243ced5cafe54805c192e89439dee,mainnet
0x642c2d2759505b69f34b4f2ee453c00844256323,False,True,,kernel,0x642c2d2759505b69f34b4f2ee453c00844256323,mainnet
0x6433ca0a86ec98db417fac5882972ff23de9a12b,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x7a34f04183605f0923ef1e905e825e6c0cd83084,mainnet
0x6437ba0df10251f279e635228fad261a6225cf09,False,False,,evm-script-registry,0xa0126f5a0a50d708c4b823b252bc053ddd60eca9,mainnet
0x643b209cb91ccf59db9dbc84eeadff7b54eb18b2,False,True,,kernel,0x643b209cb91ccf59db9dbc84eeadff7b54eb18b2,mainnet
0x6440f3948d85c0bc59993de85512aada2ced7dbf,False,True,0x5d47d1786d68c91c43ac21b3a9e485cac2b50644,address-book,0xae6c15032131fa08ec062cd5903a65b667f5ff2c,mainnet
0x6442fcecb40f0b023d2a7900e8ea0019e4743221,False,False,,evm-script-registry,0xc0e854e6ef9d91732f7a7fc52298bfc8c45181c2,mainnet
0x64443178fedd4b6b436b4d860b160c6d4c813d01,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0xecc46fdff8723333a4c31b2b86c442e52617e96a,mainnet
0x645bcd960be21e26b08d3a28bc4246ee0482cd5a,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0x8c38a7815cefe22216421a7e9a7651753a5d4f01,mainnet
0x645dd8d15280c000889b51c65c000cd0ccb55761,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0xac725f446a61ed8da25691ccf087962e081bce35,mainnet
0x6462a973dbc4ebe742f2f341de49196572d15cbd,False,True,,acl,0xde81b683a794c6ae8ed684116cd6a7da62b36f8c,mainnet
0x6467c306a943364bafae181b34f37d1f68127355,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0x4565f49ad03b672fe96694a6e611b55f3b7218f4,mainnet
0x64722193755d867b9af8b0c1108ba2730f5e1ce5,True,True,0xb64a898aa313e8e40b4ce16e964f0120e9fc5ee4,dandelion-voting,0x81cf6690b18aeeb49a9444859c006a74e747bd65,mainnet
0x64723d95751a73e6316d7248c9259bbfea2f7c5d,False,True,,kernel,0x64723d95751a73e6316d7248c9259bbfea2f7c5d,mainnet
0x64784f8a8cbe25736e29bf369a716f30bd5654f3,False,True,0x2dab32a4befc9cd6221796ece92e98137c13647a,finance,0x8f38cbfe7d8bf22c9a85afe18c0d71041c441834,mainnet
0x647a2850e810ee0e5bb576045ffc4e1d796784cd,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0xe02614a6b49170d95767d33cbbe937c538eb3812,mainnet
0x647abfbb4b7235a4312dfe3d04b1a87a2b41dbab,False,True,0xe73671913a7860c0fbdc3987871c1eff732916bf,vault,0x36c2805ef5b0de37f6d0de911757277ed5be264d,mainnet
0x6481778245c9fcd2592dd9fbcc540dd60531b52e,False,True,,kernel,0x6481778245c9fcd2592dd9fbcc540dd60531b52e,mainnet
0x6489dc00e9d5b83ab92d2d016451bd47a8dd929e,False,False,,evm-script-registry,0xff604e3328ca30e033cdc1a582a1a0b50ff9cbfc,mainnet
0x648b3755ef0052ecb3c658f0ac455fb46f8517fa,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0xbb69de84d2f0c4f1ec0d01653952b79107ddab37,mainnet
0x648d7354da6b4caad7a10088038563a52e693aed,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0xe17b95ebbf5f06e215ef275a91ed0a11d159b293,mainnet
0x648e7a1a51db72fc2df3091614e79468feabff40,True,True,0x12ccf2830f54b865f6d97aa0bc18897baec02185,voting,0xb8a54360005a94a4874c734b5ed9e819106d725e,mainnet
0x64944345530e4b579ae10603af54aaec1ab6054e,False,True,,kernel,0x64944345530e4b579ae10603af54aaec1ab6054e,mainnet
0x649c5d6bce21381b946f23a6f75a681f265cf3e2,True,True,0xd461886059dc6a06dc052474ac9bc2fd172465db,dot-voting,0x1c532bc3b37d05e30aae367e4facdcfc98f8a426,mainnet
0x64a4d6fc1706176bf41246924a3ee8e8ee7949f4,True,True,0x5a2c9d871f5ac6f06f2045ab06995a9556e86fbc,token-manager,0x058e126d6e9cf3eb49521c6640f51bdb18e4a93c,mainnet
