createdAt,count
2019-04-01,155
2019-05-01,51
2019-06-01,5397
2019-07-01,70
2019-08-01,27
2019-09-01,33
2019-10-01,43
2019-11-01,71
2019-12-01,58
2020-01-01,80
2020-02-01,12
2020-03-01,35
2020-04-01,23
2020-05-01,16
2020-06-01,16
2020-07-01,17
2020-08-01,16
2020-09-01,10
2020-10-01,14

