createdAt,count
2019-04-01,155
2019-05-01,206
2019-06-01,5607
2019-07-01,5677
2019-08-01,5704
2019-09-01,5737
2019-10-01,5780
2019-11-01,5851
2019-12-01,5909
2020-01-01,5989
2020-02-01,6001
2020-03-01,6036
2020-04-01,6059
2020-05-01,6075
2020-06-01,6091
2020-07-01,6109
2020-08-01,6125
2020-09-01,6135
2020-10-01,6149
2020-11-01,6150

