createdAt,count
2019-02-01,1
2019-03-01,11
2019-04-01,16
2019-05-01,27
2019-06-01,19
2019-07-01,42
2019-08-01,29
2019-09-01,43
2019-10-01,31
2019-11-01,19
2019-12-01,26
2020-01-01,52
2020-02-01,76
2020-03-01,79
2020-04-01,154
2020-05-01,136
2020-06-01,156
2020-07-01,169
2020-08-01,195
2020-09-01,145
2020-10-01,130
2020-11-01,45

