createdAt,count
2019-02-01,1
2019-03-01,1
2019-04-01,1
2019-05-01,1
2019-06-01,2
2019-07-01,2
2019-08-01,2
2019-09-01,3
2019-10-01,4
2019-11-01,4
2019-12-01,5
2020-01-01,13
2020-02-01,20
2020-03-01,21
2020-04-01,20
2020-05-01,11
2020-06-01,21
2020-07-01,26
2020-08-01,30
2020-09-01,42
2020-10-01,39
2020-11-01,21

