createdAt,count
2019-04-01,1
2019-05-01,3
2019-06-01,5
2019-07-01,8
2019-08-01,9
2019-09-01,6
2019-10-01,11
2019-11-01,10
2019-12-01,11
2020-01-01,10
2020-02-01,43
2020-03-01,11
2020-04-01,12
2020-05-01,11
2020-06-01,8
2020-07-01,7
2020-08-01,7
2020-09-01,6
2020-10-01,6
2020-11-01,6

