id,memberCount,proposalCount,rageQuitCount,summoner,summoningTime,timestamp,name,totalGas,version,voteCount,network
0xe3508853c106b4ef4e755a8406837262b44f233f,0,1,0,0xae91cb00c413a8d6089ba0bc8bf66fba47a912ea,1599841100,1599841140,MVP FUND,1324481000000000,2,1,xdai
0xe43daa98d97a68034bfc16fc0bdfada33fa04c6b,0,0,0,0x70c58b28f5e39da89bee0e6e8623e3faf51f0ed1,1599601775,1599601820,Test Guild,187776000000000,2,0,xdai
0xe63351ed084fb8c9fcc26c1706fa0e2af1e4fd81,0,0,0,0x3a3355805181ba5752cb52cebe8c95c0f3ed3d61,1599234895,1599235015,Nifty Pride,187794000000000,2,0,xdai
0xe9cdf86f94f1463ec0134f72da3506f46ad75113,0,0,0,0xced608aa29bb92185d9b6340adcbfa263dae075b,1598649195,1598651710,dsflkd sdfklnds,187866000000000,2,0,xdai
0xecfbf206d32c7ca0272028711799a781bfb6710d,0,4,0,0x7577485bf97924b4a74264b215d060bcd43f4971,1599358265,1599358310,TYAN Intergalactic,5826616000000000,2,5,xdai
0xf4830cfe861563523f292018f06348bd1b66bbd4,0,8,2,0xced608aa29bb92185d9b6340adcbfa263dae075b,1596230245,1596230375,Raid Guild Playground,10631635000000000,2,5,xdai
0xf75d8ee3ca15c9665e8e14eba3455f379d3e1bac,0,0,0,0xfa849619e9d240877f6a47b354934217250f1821,1601713495,1601713530,Crypto Investment 3.0,187974000000000,2,0,xdai
0xf8484b3d9e8189d4743b0ecf35a87c58b76cee7b,0,12,9,0xced608aa29bb92185d9b6340adcbfa263dae075b,1599065585,1599065630,RealQuickDao,15841251000000000,2,9,xdai
0xf9c1e08592795052517a7072fcf0143370adae5f,0,0,0,0x18bb987303a3455ba43850452cea7a586e37f41a,1601282155,1601305765,Blockchain Italia DAO,939870000000000,2,0,xdai
0xfdfd6522e27fc76e71607399eb3eb6eb380ef20e,0,0,0,0x18bb987303a3455ba43850452cea7a586e37f41a,1601286285,1601306095,Blockchain Italia,563706000000000,2,0,xdai
0xffb676765d521518ac5c0d4f4067a9db9b72901b,0,3,0,0x1b1e924a0a9c86a9023be9791bb81ecfb8cc4011,1598997685,1598997710,EmpanaDAO,1803974000000000,2,0,xdai
0xfac8b74cfccbaf1c308d83f75832be860dd288c1,0,1,2,0xcc1adda87afde151eaecec718661eaa5e5402628,1583026764,1583026764,DAOjones,8398574000000000,1,1,mainnet
0xfc68a27ad5068ceacbc08a0d513f22a753878748,0,1,0,0x439116ccdcb4c7ddc68dbc1cc16332e955f1824f,1586273701,1586275185,test,3579330000000000,2,0,mainnet
0xfdd6d5c17d5d0fff346554a657f183b9a03720ea,0,1,0,0x9d31e30003f253563ff108bc60b16fdf2c93abb5,1603023910,1603023938,Sprout,27612901000000000,2,0,mainnet
0xfdfd6522e27fc76e71607399eb3eb6eb380ef20e,0,0,0,0x18bb987303a3455ba43850452cea7a586e37f41a,1601286285,1601306095,Blockchain Italia,563706000000000,2,0,xdai
0xffb676765d521518ac5c0d4f4067a9db9b72901b,0,3,0,0x1b1e924a0a9c86a9023be9791bb81ecfb8cc4011,1598997685,1598997710,EmpanaDAO,1803974000000000,2,0,xdai
0xffb676765d521518ac5c0d4f4067a9db9b72901b,0,3,0,0x1b1e924a0a9c86a9023be9791bb81ecfb8cc4011,1598997685,1598997710,EmpanaDAO,1803974000000000,2,0,xdai
